"y","x1","x2"
1.99591859675606,-1.00591398212174,-1.47348548786449
-0.290104994456985,-0.507165037206491,-0.0992586787398358
-0.392657438987142,1.41894909677495,-0.674415207533763
0.541774508623095,0.134065164928921,0.634093564547107
0.981026718908818,0.29864258176132,1.29321982986182
2.14226826821187,-1.57541477899575,-1.20864031274097
0.614259969810645,-1.11273947093321,-0.747582520955759
0.742939152591961,0.367035148375779,0.629260294753607
-2.90764791321527,1.81674051159666,-1.27652692983198
-1.94290907058012,2.5208012003232,-0.871450106365531
0.272189306719476,1.01227462627796,-0.356579330585395
0.481004283284028,0.165976176377298,0.822063375479486
-0.245353149162764,-1.40974327898294,-0.334709204672301
-0.00460477602051997,0.0117210317817887,2.69171682068671
0.359824874802531,0.821234081234943,-0.318909828758849
-1.88722434288848,-1.01377986818573,0.400700584291665
-0.141615483262696,0.128123583066683,-1.59321040126916
0.136218360404787,0.112778041636902,0.0942204942429378
2.20921149756541,0.882698443188986,0.852817759799762
-2.73007802370526,-1.21615404372871,0.633442434384728
-0.818256516336019,0.28628826606056,-1.74045234438472
1.32500398887379,1.50793452001566,-0.0650995970652692
5.52814465286116,1.6357199137999,1.22075603846323
-2.01450195610347,-0.700261180353157,0.931459812629811
-0.454015705234319,-0.81662854128639,-0.255071637144517
5.44879375080983,-1.69645097222127,-2.11479807430405
-1.5251784436342,-0.874864227856646,0.307477187243982
1.72461068174876,0.435248324380046,1.52968422104068
-0.234563065376221,0.188228348071098,-0.904577370584143
0.409369212964809,0.424991895579346,0.102914861735174
0.472062791618044,-0.603524471417928,-1.05056077996892
0.198234008474057,1.73335019397305,-0.453855220300816
0.515292291760245,0.379100718341517,0.217194985814633
2.47974203349609,1.05548380765721,0.702648594989656
0.0943329536679478,0.0514033627883788,1.16337468797105
0.639876050545294,-0.438604917875505,-1.04943641920987
1.05389478834677,-0.808721214388478,-1.15813046383762
-1.07886743492577,2.30570230763554,-0.743975142932323
1.30411239313001,-0.526265396605389,-1.87871980133283
0.307021067182416,-1.76126317776222,-0.591877046574999
0.360612745123909,0.163807407132434,0.641081852209878
1.73450076989962,1.2985704239424,0.178227413934314
0.142498963064467,0.0485486904718026,0.504309461459322
1.96216342344197,0.595771649301269,1.2827363043749
1.94643175625042,0.67232418502493,1.02874252243579
-1.33785232172163,-0.949201924955757,0.202003689046874
-0.910545800009803,-1.2549681736749,-0.096888191206705
